# lnL sigma_lnL gamma0 gamma1 gamma2 gamma3 log_central_pressure1_cgs log_central_pressure2_cgs m1 m2 sig
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.355841114616568754e+00 1.152772539010088027e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.357079213305986576e+00 1.351224428619148377e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.387959897460527392e+00 1.316503463822550790e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.592869877799250045e+00 1.460551013070106041e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.553387657606777550e+00 1.496448637771639945e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.357688896184278793e+00 1.341994352447221317e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.517563968745326841e+00 1.443820619903003477e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.714023862071486937e+00 1.326938639558645772e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.603051812505606577e+00 1.360111381002255593e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.608500728154931281e+00 1.272278201946092535e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.548069786650334123e+00 1.504784246508496182e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.600577146846104526e+00 1.356044999928378125e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.471753799026670029e+00 1.460563508797842136e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.471662019563193757e+00 1.409020746613264263e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.436276509811417412e+00 1.420376913363249338e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.414507178679208943e+00 1.297974344462782037e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.427876351281639478e+00 1.316186291423905974e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.517772231240345882e+00 1.499586085899291987e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.505517567889699926e+00 1.468591359938748564e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.575226867972062683e+00 1.479334662729143046e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.448418385719216772e+00 1.369306021145269892e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.415165867022739388e+00 1.267123462218408214e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.281618829757413813e+00 1.221025793441341101e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.444304297082863897e+00 1.441273829932853356e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.532330621924647751e+00 1.379001731989074164e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.575173756498461142e+00 1.461027271932424210e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.409424439839051191e+00 1.380772837045665558e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.401905666625125280e+00 1.318746620178198548e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.436578785441727790e+00 1.289272797430667472e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.467835535842838768e+00 1.232021347452653348e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.501835523221048962e+00 1.453530306657213611e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.568638779808853467e+00 1.320493297779057551e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.364938923549897209e+00 1.355204010476866561e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.421986104315865251e+00 1.353046240511754261e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.389249637008451943e+00 1.352615160747228096e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.382723359834103327e+00 1.288654539064564730e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.455282055343172676e+00 1.398851649506805739e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.386212511704829620e+00 1.351550154198914333e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.472251459562073483e+00 1.354551377606493467e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.416116013333457824e+00 1.408709534507691208e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.441696638138179720e+00 1.390400168097497779e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.451089506067675172e+00 1.262699175422964615e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.425127541126182562e+00 1.313958995948930841e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.472839755128026562e+00 1.390329357590871506e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.289695097047487193e+00 1.240115125278217434e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.463974270882179907e+00 1.370061226918403596e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.467884898907044988e+00 1.432000618134243952e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.422556922485056274e+00 1.316028393773562843e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.423731819293309719e+00 1.264092190900796497e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.291455743839488690e+00 1.246182573213994615e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.568153238609889533e+00 1.393211373107219764e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.414182615005397103e+00 1.361373271579530364e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.480428536805002082e+00 1.424309970812438042e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.533038325631933319e+00 1.517972020428713265e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.428432389781576051e+00 1.378517740685408999e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.390892579641775262e+00 1.333184146778728874e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.250164969109978763e+00 1.205020516446564383e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.447893684702714179e+00 1.388962229236522683e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.548251725051306815e+00 1.409252300018744908e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.475923550268464224e+00 1.347793345702206658e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.382195216180006625e+00 1.305898969333200155e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.493162654122945909e+00 1.409992649878202053e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.362445259072891490e+00 1.350429698558238245e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.397712014414334236e+00 1.242132987042265491e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.398920762223192726e+00 1.368738642823467799e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.301359661225387043e+00 1.285080751778230335e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.551370008366480757e+00 1.548311899739848618e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.357408561662982072e+00 1.303522682029818469e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.320229145908852653e+00 1.310399197485385470e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.463383487422841744e+00 1.356591673005286935e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.462443285207255972e+00 1.377691310949477943e+00 1.000000000000000056e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.768730840689067829e-01 1.849793950121006447e-01 -1.545969552248221621e-02 -9.786142132722361537e-05 2.759903289588603329e+35 1.068613518052392722e+35 1.452068849246031634e+00 1.410890905710926457e+00 1.000000000000000056e-01
